SourceID;EurofirRefType;URL;Language;TitleOriginal;TitelDansk;TitleEnglish;Publisher;ReportNumber;ISBN;ISSN;PublicationName;Year;Volume;Issue;PageStart;PageEnd
1377;AJ;https://www.sciencedirect.com/journal/journal-of-the-american-dietetic-association/issues;English;Carbohydrates in Foods;Kulhydrater i fødevarer;Carbohydrates in Foods;American Dietetic Association, Chicago, Illinois;PubMedID: 14265862;NULL;0002-8223;Journal of The American Dietetic Association;1965;46;3;197;204
1378;AJ;https://www.sciencedirect.com/journal/journal-of-the-american-dietetic-association/issues;English;Cholesterol content of foods;Kolesterolindhold i fødevarer;Cholesterol content of foods;American Dietetic Association, Chicago, Illinois;PubMedID: 5065123;NULL;0002-8223;Journal of The American Dietetic Association;1972;61;2;134;149
1379;AJ;https://www.sciencedirect.com/journal/journal-of-the-american-dietetic-association/issues;English;Vitamin E content of foods;E-vitaminindhold i fødevarer;Vitamin E content of foods;American Dietetic Association, Chicago, Illinois;PubMedID: 389993;NULL;0002-8223;Journal of The American Dietetic Association;1979;75;6;647;665
1452;AJ;https://fzarchiv.sachon.de/index.php?lang=eng;German;500 Biere aus aller Welt. Deutsche Pilsner Lagerbiere, 2;500 øl fra hele verden. Tyske Pilsner øl, 2. del;500 beers from all over the world. German Pilsner lager beers, pt. 2;Verlag W. Sachon;NULL;NULL;0341-7115;Brauindustrie;1985;70;6;499;508
1454;AJ;https://doi.org/10.1111/j.1365-2621.1975.tb02254.x;English;Nutrients in seeds and sprouts of alfalfa, lentils, mung beans and soybeans;Næringsstoffer i frø og spirer af lucerne, linser, mungbønner og sojabønner;Nutrients in seeds and sprouts of alfalfa, lentils, mung beans and soybeans;John Wiley & Sons, Inc. pp The Institute of Food Technologists;NULL;NULL;0022-1147;Journal of Food Science;1975;40;5;1008;1009
1455;AJ;NULL;German;Biogene Amine in Lebensmitteln: Bildung, Vorkommen, Analytik und toxikologische Bewertung;Biogene Aminer i Fødevarer: Dannelse, Forekomst, Analyse og Toksikologisk Vurdering;Biogeneous amines in foods: formation, occurrence, analysis and toxicologic evaluation;Verlag Gesundheit, Berlin, DDR;PubMedID: 6369812;NULL;0049-8610;Zeitschrift für die gesamte Hygiene und ihre Grenzgebiete;1984;30;2;66;76
1460;AJ;https://doi.org/10.4315/0022-2747-38.5.256;English;Histamine and Tyramine Content of Meat Products;Histamin- og tyraminindhold i kødprodukter;Histamine and Tyramine Content of Meat Products;International Association of Milk, Food, and Environmental Sanitarians;NULL;NULL;0022-2747;Journal of Milk and Food Technology;1975;38;4;256;258
1461;AJ;https://doi.org/10.1080/10408397809527256;English;Amines in Foods;Aminer i Fødevarer;Amines in Foods;Taylor and Francis Group, London;PubMedID: 363365;NULL;0099-0248;CRC Critical Reviews in Food Science and Nutrition;1978;10;4;373;404
1462;AJ;https://doi.org/10.1007/BF01057722;German;Untersuchrung über den Gehalt biogener Amine in vier Gruppen von Lebensmitteln des Österreichischen Markets;Undersøgelse af indholdet af biogene aminer i fire fødevaregrupper på det østrigske marked;Determination of the content of biogenic amines in four food groups of the Austrian marketplace;J. F. Bergmann Verlag pp Federation of European Chemical Societies, Food Chemistry Division;PubMedID: 6613353;NULL;1438-2377;Zeitschrift für Lebensmittel-Untersuchung und Forschung;1983;176;5;335;340
1464;AJ;https://doi.org/10.1016/0003-9861(59)90516-8;English;Physiologically active amines in common fruits and vegetables;Fysiologisk aktive aminer i almindelige frugter og grøntsager;Physiologically active amines in common fruits and vegetables;Elsevier, United States;PubMedID: 13840159;NULL;0003-9861;Archives of Biochemistry and Biophysics;1959;85;2;487;490
1466;AJ;https://doi.org/10.1016/S0031-9422(00)85263-2;English;Putrescine, spermidine and spermine in higher plants;Putrescine, spermidine og spermine i højere planter;Putrescine, spermidine and spermine in higher plants;Elservier pp Phytochemical Society of Europe and Phytochemical Society of North America;NULL;NULL;0031-9422;Phytochemistry;1970;9;7;1479;1486
1468;AJ;https://doi.org/10.1021/jf60198a024;English;Determination of amines in fresh processed pork;Bestemmelse af aminer i fersk forarbejdet svinekød;Determination of amines in fresh processed pork;American Chemical Society;PubMedID: 1169268;NULL;0021-8561;Journal of Agricultural and Food Chemistry;1975;23;2;344;346
1469;AJ;https://doi.org/10.1051/lait:197655721;English;The identification and significance of 2-phenylethylamine in foods;Identifikationen og betydningen af ;The identification and significance of 2-phenylethylamine in foods;John Wiley & Sons, Ltd;PubMedID: 1160357;NULL;0022-5142;Journal of the Science of Food and Agriculture;1975;26;5;593;598
1470;AJ;https://hal.archives-ouvertes.fr/hal-00928733;French;Détection d'amines non volatiles dans quelques fromages;Bestemmelse af ikke-flygtige aminer i nogle oste;Detection of non-volatile amines in some cheeses;EDP Sciences pp Institut National de la Recherche Agronomique;NULL;NULL;0023-7302;Le Lait;1976;56;557;414;422
1471;AJ;NULL;German;Nicht-flüchtige biogene Amine in Wein;Ikke-flygtige biogene aminer i vin;Non-volatile biogenic amines in wine;Schweizerischen Gesellschaft für Analytische und Angewandte Chemie;NULL;NULL;0026-6841;Mitteilungen aus dem Gebiete der Lebensmitteluntersuchung und Hygiene;1973;64;1;171;179
1472;AJ;https://doi.org/10.1094/ASBCJ-37-0091;English;Analysis of histamine in beer;Analyse af histamin i øl;Analysis of histamine in beer;Taylor and Francis Group pp American Society of Brewing Chemists;NULL;NULL;0361-0470;Journal of the American Society of Brewing Chemists;1979;37;2;91;95
1473;R;NULL;Danish;Biogene aminer;Biogene aminer;Biogenic amines;NULL;Projekt 844405;NULL;NULL;NULL;1984;NULL;NULL;NULL;NULL
1474;AJ;NULL;French;Contenido de serotonina en alimentos frescos y elaborados;Serotoninindhold i friske og forarbejdede fødevarer;Serotonin content in fresh and processed foods;Instituto de Agroquimica y Tecnologia de Alimentos, Valencia, Espana;NULL;NULL;0034-7698;Revista de Agroquimica y Tecnologia de Alimentos;1983;23;1;60;70
1475;AJ;NULL;German;Untersuchungen zum Nachweis von Histamin und Tyramin in Milchproducten;Undersøgelser til påvisning af histamin og tyramin i mejeriprodukter;Studies for the detection of histamine and tyramine in milk products;AVA Agrar-Verlag Allgäu GmbH;NULL;NULL;0026-3788;Milchwissenschaft;1982;37;3;143;147
1476;AJ;NULL;German;Histamin und Tyramin in Lebensmitteln;Histamin og tyramin i fødevarer;Histamine and tyramine in foods;BAG Brunner Verlag AG, Zürich pp Institute for Scientific Information;NULL;NULL;0002-5402;Alimenta;1979;18;1;7;14
1478;AJ;https://doi.org/10.1002/jsfa.2740360513;English;Estimation of biogenic amines in foods;Bestemmelse af biogene aminer i fødevarer;Estimation of biogenic amines in foods;John Wiley & Sons pp Society of Chemical Industry, London;NULL;NULL;0022-5142;Journal of the Science of Food and Agriculture;1981;36;5;402;406
1479;AJ;https://doi.org/10.1093/jaoac/64.3.584;English;Gas chromatografic determination of cadaverine, putrescine and histamine in foods;Gaskromatografisk bestemmelse af kadaverin, putrescin og histamin i fødevarer;Gas chromatografic determination of cadaverine, putrescine and histamine in foods;Association of Offical Analytical Chemists, Arlington, VA, USA;PubMedID: 7195397;NULL;0004-5756;Journal of the Association of Official Analytical Chemists;1981;64;3;584;591
1480;AJ;NULL;Danish;Histamin i danske oste;Histamin i danske oste;Histamine in Danish cheese;Den Danske Dyrlægeforening;NULL;NULL;0106-6854;Dansk Veterinærtidsskrift;1981;64;22;878;887
1482;AJ;https://doi.org/10.1039/an9810600394;English;High-performance liquid chromatographic determination of four biogenic amines in chocolate;Højtydende væskekromatografisk bestemmelse af fire biogene aminer i chokolade;High-performance liquid chromatographic determination of four biogenic amines in chocolate;Royal Society of Chemistry;PubMedID: 7235258;NULL;0003-2654;Analyst;1981;106;1261;394;402
1483;AJ;NULL;German;Biogene Amine als Risikofaktoren in der Fischhygiene;Biogene aminer som risikofaktorer i fiskehygiejne;Biogenic amines as risk factors in fish hygiene;M. & H. Schaper GmbH, Deutschland;NULL;NULL; 0003-925X;Archiv für Lebensmittelhygiene;1978;29;6;206;210
1484;AJ;https://doi.org/10.1021/jf60230a028;English;Gas-liquid chromatographis determination of tyramine in fermented food products;Gas-væske kromatografi bestemmelse af tyramin i gærede fødevarer;Gas-liquid chromatographis determination of tyramine in fermented food products;American Chemical Society;PubMedID: 7462494;NULL;0021-8561;Journal of Agricultural and Food Chemistry;1980;28;4;790;793
1485;AJ;https://doi.org/10.1093/jaoac/53.5.1071;English;Tyramine content of rasberries and other fruit;Tyraminindhold i hindbær og anden frugt;Tyramine content of rasberries and other fruit;Association of Offical Analytical Chemists, Arlington, VA, USA;PubMedID: 8889911;NULL;0004-5756;Journal of the Association of Official Analytical Chemists;1970;53;5;1071;1073
1486;AJ;https://doi.org/10.1016/0308-8146(81)90008-X;English;Amines in food;Aminer i mad;Amines in food;Applied Science Publishers Ltd. England;NULL;NULL; 0308-8146;Food chemistry;1981;6;3;169;200
1487;AJ;https://doi.org/10.1093/ajcn/42.4.639;English;Serotonin content of foods: effect on urinary excretion of 5-hydroxyindoleacetic acid;Serotoninindhold i fødevarer: Virkning på urinudskillelse af 5-hydroxyindoleddikesyre;Serotonin content of foods: effect on urinary excretion of 5-hydroxyindoleacetic acid;American Society for Clinical Nutrition;PubMedID: 2413754;NULL;0002-9165;The American Journal of Clinical Nutrition;1985;42;4;639;643
1488;AJ;https://doi.org/10.1001/archinte.1983.00350110085020;English;Histaminuria from histamine-rich foods;Histaminuri fra histaminrige fødevarer;Histaminuria from histamine-rich foods;American Medical Association;PubMedID: 6639230;NULL;2168-6106;Archives of Internal Medicine;1983;143;11;2099;2102
1490;AJ;NULL;German;Zum Nachweis von Histamin neben Tyramin, Putrescin und Cadaverin in Lebensmitteln;Bestemmelse af histamin ud over tyramin, putrescin og kadaverin i mad;Detection of histamine in addition to tyramine, putrescine and cadaverine in food;Lebensmittelchemie und Gerichtliche Chemie der Gesellschaft Deutscher Chemiker;NULL;NULL;0341-5309;Lebensmittelchemie und gerichtliche Chemie;1981;35;NULL;89;92
1491;AJ;NULL;English;Pressor amines in foods;Blodtryksøgende aminer i fødevarer;Pressor amines in foods;Springer Science+Business Media pp Association of Food Scientists and Technologists of India;NULL;NULL;0022-1155;Journal of Food Science and Technology (India);1981;18;NULL;156;157
1492;AJ;https://doi.org/10.1111/j.1365-2621.1983.tb10786.x;English;Tyramine in cocoa and derivatives;Tyramin i kakao og derivater heraf;Tyramine in cocoa and derivatives;John Wiley & Sons, Inc. pp The Institute of Food Technologists;NULL;NULL;0022-1147;Journal of Food Science;1983;48;2;545;547
1495;R;NULL;English;Boezoeic acid in milk and milk products;Boezoeinsyre i mælk og mejeriprodukter;Boezoeic acid in milk and milk products;International Dairy Federation;NULL;NULL;NULL;NULL;1980;NULL;NULL;NULL;NULL
1496;PA;NULL;German;Information om livsmedel som kan ge överkänslighetsreaktioner. Nr 2: Organiska syror;Oplysninger om fødevarer, der kan forårsage overfølsomhedsreaktioner. Nr. 2: Organiske syrer;Information on foods that may cause allergic reactions. No. 2: Organic acids;Statens Livsmedelsverk, Sverige;NULL;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1498;AJ;https://www.sciencedirect.com/journal/journal-of-the-american-dietetic-association/issues;English;Salicylates in foods;Salicylater i fødevarer;Salicylates in foods;American Dietetic Association, Chicago, Illinois;PubMedID: 4019987;NULL;0002-8223;Journal of The American Dietetic Association;1985;85;8;950;960
1499;AJ;https://doi.org/10.1002/jsfa.2740320813;English;Salicylic acid in fresh and canned fruit and vegetables;Salicylsyre i friske samt frugter og grøntsager på dåse;Salicylic acid in fresh and canned fruit and vegetables;John Wiley & Sons pp Society of Chemical Industry, London;NULL;NULL;0022-5142;Journal of the Science of Food and Agriculture;1981;32;8;833;836
1500;P;NULL;Danish;Salicylsyreindholdet i fødemidler;Salicylsyreindholdet i fødemidler;The salicylic acid content of foods;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1501;AJ;https://doi.org/10.1007/BF02541835;Danish;Tocopherols and Tocotrienols in Finnish Foods: Fish and Fish Products;Tocopheroler og tocotrienoler i finske fødevarer: fisk og fiskeprodukter;Tocopherols and Tocotrienols in Finnish Foods: Fish and Fish Products;Wiley USA pp American Oil Chemists' Society;NULL;NULL;0003-021X;Journal of the American Oil Chemists’ Society;1985;62;8;1245;1248
1502;AJ;https://doi.org/10.1111/j.1365-2621.1984.tb13737.x;Danish;Caffeine and Theobromine Levels in Cocoa and Carob Products;Koffein- og teobrominindhold i kakao- og carobprodukter;Caffeine and Theobromine Levels in Cocoa and Carob Products;John Wiley & Sons, Inc. pp The Institute of Food Technologists;NULL;NULL;0022-1147;Journal of Food Science;1984;49;1;302;303
1506;P;NULL;Danish;Interne data;Interne data;Unpublished data;Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1507;R;NULL;Danish;Uorganiske og organiske forureninger i konsumfisk fra ferskvande;Uorganiske og organiske forureninger i konsumfisk fra ferskvande;Inorganic and organic contaminants in freshwater consumer fish;Statens Levnedsmiddelinstitut, Miljøministeriet;Projekt 830604;NULL;NULL;NULL;1984;NULL;NULL;NULL;NULL
1509;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler 1983-87. Del II. 1984: Cd, Pb, Hg, Ni, Cr, As og Se i danske grønsager;Overvågningsprogram for sporelementer i levnedsmidler 1983-1987. Del II. 1984: Cd, Pb, Hg, Ni, Cr, As og Se i danske grønsager;Monitoring program for trace elements in foods 1983-1987. Part II. 1984: Cd, Pb, Hg, Ni, Cr, As and Se in Danish vegetables;Levnedsmiddelstyrelsen;Projekt 842401;NULL;NULL;NULL;1985;NULL;NULL;NULL;NULL
1510;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1983-1987. 1986: Cd, Pb, Hg, Ni, Cr, As og Se i i kornprodukter;Overvågningsprogram for sporelementer i levnedsmidler, 1983-1987. 1986: Cd, Pb, Hg, Ni, Cr, As og Se i kornprodukter;Monitoring program for trace elements in foods, 1983-1987. 1986: Cd, Pb, Hg, Ni, Cr, As and Se in cereal products;Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;1985;NULL;NULL;NULL;NULL
1515;R;NULL;Danish;Overvågningssystem for levnedsmidler 1983-87. 1987: Cd, Pb, Hg, Ni, Cr og Se i svinekød, -lever, -nyrer samt fåre- og lammekød;Overvågningssystem for levnedsmidler 1983-87. 1987: Cd, Pb, Hg, Ni, Cr og Se i svinekød, -lever, -nyrer samt fåre- og lammekød;Food monitoring system 1983-87. 1987: Cd, Pb, Hg, Ni, Cr and Se in pork, liver, kidneys and mutton and lamb;Statens Levnedsmiddelinstitut;NULL;NULL;NULL;NULL;1985;NULL;NULL;NULL;NULL
1516;X;NULL;Danish;Analyser af bly i sukkerprøver;Analyser af bly i sukkerprøver;Analysis of lead in sugar samples;Statens Levnedsmiddelinstitut. Centrallaboratorium B;NULL;NULL;NULL;NULL;1983;NULL;NULL;NULL;NULL
1518;AJ;NULL;English;The Phytic Acid, Mineral, Trace Element, Protein and Moisture Content of UK Asian Immigrant Foods;Fytinsyre, mineral, sporstof, protein og fugtindhold i britiske asiatiske indvandrerfødevarer;The Phytic Acid, Mineral, Trace Element, Protein and Moisture Content of UK Asian Immigrant Foods;John Libbey, London;PubMedID: 3957703;NULL;0263-8495;Human Nutrition: Applied Nutrition;1986;40;1;49;59
1522;AJ;NULL;German;Gehalte und Verteilung verscheidener Spurelemente im Hünerei;Indhold og fordeling af forskellige sporstoffer i æg;Distribution and Contents of various trace elements in eggs;Eugen Ulmer GmbH & Co., Stuttgart;NULL;NULL;0003-9098;Archiv für Geflügelkunde;1985;49;5;188;190
1523;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler 1983-87. 1985: Cd, Pb, Hg, Ni, Cr, As og Se i dansk frugt;Overvågningsprogram for sporelementer i levnedsmidler 1983-87. 1985: Cd, Pb, Hg, Ni, Cr, As og Se i dansk frugt;Monitoring system for trace elements in foodstuffs, 1983-1987. 1985: Cadmium, Lead, Mercury, Nickel, Chromium, Arsenic and Selenium in danish fruits;Levnedsmiddelstyrelsen, Miljøministeriet;Projekt 852301;NULL;NULL;NULL;1986;NULL;NULL;NULL;NULL
1524;R;NULL;Danish;Organiske og uorganiske forureninger i konsumfisk fra danske hovedfarvande;Organiske og uorganiske forureninger i konsumfisk fra danske hovedfarvande;Organic and inorganic contaminants in fish from the main Danish seas;Levnedsmiddelstyrelsen, Miljøministeriet;Projekt 840503;NULL;NULL;NULL;1986;NULL;NULL;NULL;NULL
1525;AJ;https://doi.org/10.1007/BF01830437;German;Schwermetallgehalte in Kartoffeln und Kartoffel-erzeugnissen;Tungmetalindhold i kartofler og kartoffelprodukte;Heavy metal content of potatoes and potato products;Springer-Verlag pp Federation of European Chemical Societies, Food Chemistry Division;NULL;NULL;0044-3026;Zeitschrift für Lebensmittel-Untersuchung und Forschung;1984;179;4;322;329
1526;AJ;NULL;English;Spectrophotometric Determination of Nickel with Furildioxime with Special Reference to Milk and Milk Products and to the release of nickel from stainless steel by acidic dairy products and by acid cleaning;Spektrofotometrisk bestemmelse af nikkel med furildioxim med særlig henvisning til mælk og mælkeprodukter og frigivelse af nikkel fra rustfrit stål ved sure mejeriprodukter og ved syrerensning;Spectrophotometric Determination of Nickel with Furildioxime with Special Reference to Milk and Milk Products and to the release of nickel from stainless steel by acidic dairy products and by acid cleaning;Association for the Avancement of Dairy Science, Wageningen, The Netherlands;NULL;NULL;0028-209X;Netherlands Milk and Dairy Journal;1982;36;NULL;333;353
1528;R;NULL;Danish;Overvågningssystem for sporelementer i levnedsmidler, 1983-1987. 1987: Cd, Pb, Hg, Ni, Cr, As og Se i kornprodukter;Overvågningssystem for sporelementer i levnedsmidler, 1983-1987. 1987: Cd, Pb, Hg, Ni, Cr, As og Se i kornprodukter;Monitoring system for trace elements in foodstuffs, 1983-1987. 1987: Cd, Pb, Hg, Ni, Cr, As and Se in cereal products;Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1529;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1983-1987. 1987: Cd, Pb, Hg, Ni, Cr og Se i kornprodukter;Overvågningsprogram for sporelementer i levnedsmidler, 1983-1987. 1987: Cd, Pb, Hg, Ni, Cr og Se i kornprodukter;Monitoring program for trace elements in foodstuffs, 1983-1987. 1987: Cd, Pb, Hg, Ni, Cr and Se in cereal products;Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;1987;NULL;NULL;NULL;NULL
1530;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1983-1987. 1986: Cd, Pb, Hg, Ni, Cr, As og Se i kornprodukter;Overvågningsprogram for sporelementer i levnedsmidler, 1983-1987. 1986: Cd, Pb, Hg, Ni, Cr, As og Se i kornprodukter;Monitoring program for trace elements in foodstuffs, 1983-1987. 1986: Cd, Pb, Hg, Ni, Cr, As and Se in grain products;Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1531;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1983-1987;Overvågningsprogram for sporelementer i levnedsmidler, 1983-1987;Monitoring program for trace elements in foodstuffs, 1983-1987;Levnedsmiddelstyrelsen;Projekt 862402;NULL;NULL;NULL;1988;NULL;NULL;NULL;NULL
1532;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1983-1987. 1986: Cd, Pb, Hg, Ni, Cr, As og Se i kød og indvolde;Overvågningsprogram for sporelementer i levnedsmidler, 1983-1987. 1986: Cd, Pb, Hg, Ni, Cr, As og Se i kød og indvolde;Monitoring program for trace elements in foodstuffs, 1983-1987. 1986: Cd, Pb, Hg, Ni, Cr, As and Se in meat and offal;"Københavns Landsdelslaboratorium; Levnedsmiddelstyrelsen.";Projekt 862301;NULL;NULL;NULL;1987;NULL;NULL;NULL;NULL
1533;X;NULL;Danish;Bly, Cadmium, Chrom, Kviksølv, Nikkel og Selen i Grisekød;Bly, Cadmium, Chrom, Kviksølv, Nikkel og Selen i Grisekød;Lead, Cadmium, Chromium, Mercury, Nickel and Selenium in Pork;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1534;R;NULL;Danish;Uorganiske forureninger i konsumfisk fra danske hovedfarvande;Uorganiske forureninger i konsumfisk fra danske hovedfarvande;Inorganic contaminants in consumer fish from Danish main waters;Aalborg Landsdelslaboratorium.;NULL;NULL;NULL;NULL;1987;NULL;NULL;NULL;NULL
1535;R;NULL;Danish;Undersøgelse af drikkevand i København;Undersøgelse af drikkevand i København;Study of drinking water in Copenhagen;Københavns Levnedsmiddelkontrol;NULL;NULL;NULL;NULL;1987;NULL;NULL;NULL;NULL
1538;X;NULL;Danish;Bly, Cadmium og Chrom i Mejeriprodukter;Bly, Cadmium og Chrom i Mejeriprodukter;Lead, Cadmium and Chromium in Dairy Products;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1539;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler 1993-1997. 1993: Cadmium, bly og nikkel i dansk og importeret frugt;Overvågningsprogram for sporelementer i levnedsmidler 1993-1997. 1993: Cadmium, bly og nikkel i dansk og importeret frugt;Monitoring Programme 1993: Cadmium, lead and nickel in Danish and imported fruit;Levnedsmiddelstyrelsen;"Intern rapport ILF 1995; Projekt 933403";NULL;NULL;NULL;1995;NULL;NULL;NULL;NULL
1540;B;https://doi.org/10.1039/9781849732482;English;Fruit and Nuts: Supplement to The Composition of Foods;Frugt og nødder: Supplement til sammensætningen af ;Fruit and Nuts: Supplement to The Composition of Foods;The Royal Society of Chemistry;NULL; 978-0-85186-386-3;NULL;NULL;1992;NULL;NULL;NULL;NULL
1541;B;https://doi.org/10.1039/9781849737562;English;McCance and Widdowson's The Composition of Foods. Fith revised and extended edition;McCance and Widdowson's sammensætningen af ;McCance and Widdowson's The Composition of Foods. Fith revised and extended edition;The Royal Society of Chemistry;NULL;978-0-85186-391-7;NULL;NULL;1991;NULL;NULL;NULL;NULL
1545;AJ;https://doi.org/10.1016/0889-1575(89)90070-7;English;Retinoids and Carotenoids in Finnish Foods: Fish and Fish Products;Retinoider og Carotenoider i Finske Fødevarer: Fisk og Fiskeprodukter;Retinoids and Carotenoids in Finnish Foods: Fish and Fish Products;Academic Press, Inc.;NULL;NULL;0889-1575;Journal of Food Composition and Analysis;1989;2;2;93;103
1546;B;https://fdc.nal.usda.gov/;English;USDA Nutrient Data Base for Standard Reference. Expansion of Data published in Composition of Foods - Raw, Processed, Prepared revisions of Agriculture Handbook No. 8;USDA Nutrient Data Base for Standard Reference. Expansion of Data published in Composition of Foods - Raw, Processed, Prepared revisions of Agriculture Handbook No. 8;USDA Nutrient Data Base for Standard Reference. Expansion of Data published in Composition of Foods - Raw, Processed, Prepared revisions of Agriculture Handbook No. 8;US Government Printing Office;NULL;NULL;NULL;NULL;1993;NULL;NULL;NULL;NULL
1547;L;NULL;Danish;Data fra Frisko Sol Is A/S;Data fra Frisko Sol Is A/S;Data from Frisko Sol Is A/S;Frisko Sol Is A/S;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1548;B;http://www7.slv.se/SokNaringsinnehall/;German;Livsmedelstabell, energi och näringsämnen;Levnedesmiddeltabel, energi og næringsstoffer;Food table, energy and nutrients;Norstedts tryckeri for Statens livsmedelsverk;NULL;91-7714-026-5;NULL;NULL;1993;NULL;NULL;NULL;NULL
1655;E;NULL;NULL;Naturlig nulværdi for indhold. Ikke analyseret;Naturlig nulværdi for indhold. Ikke analyseret;Natural zero value for content. Not analyzed;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1656;X;NULL;Danish;Kilden er ukendt;Kilden er ukendt;Source unknown;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1658;X;NULL;Danish;Nikkel i Grønkål, frossent;Nikkel i Grønkål, frossent;Nickel in Kale, frozen;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1660;X;NULL;NULL;Kobber og Zink i Hovedsalat;Kobber og Zink i Hovedsalat;Copper and Zinc in Head Lettuce;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1801;R;NULL;Danish;Eksotiske frugter og grøntsager;Eksotiske frugter og grøntsager;Exotic fruits and vegetables;Levnedsmiddelstyrelsen, Sundhedsministeriet;Publikation nr. 202;87-503-9011-2;0903-9783 ;NULL;1991;NULL;NULL;NULL;NULL
1802;R;NULL;Danish;Sporelementer i bønner, frø og kerner;Sporelementer i bønner, frø og kerner;Trace elements in beans, seeds and kernels;Levnedsmiddelstyrelsen;Intern rapport ILF 1994.1;NULL;0907-9750;NULL;1994;NULL;NULL;NULL;NULL
1803;R;NULL;Danish;Indhold af folacin i levnedsmidler;Indhold af folacin i levnedsmidler;Folacin content in foods;Levnedsmiddelstyrelsen;"Intern rapport CLA 1993.3; Projekt 904608";NULL;NULL;NULL;1993;NULL;NULL;NULL;NULL
1804;R;NULL;Danish;Sporelementer i kokos;Sporelementer i kokos;Trace elements in coconut;Levnedsmiddelstyrelsen;"Rapport F91023; Projekt nr. 902508";NULL;NULL;NULL;1991;NULL;NULL;NULL;NULL
1805;R;NULL;Danish;Sporelementer i slikprodukter, kaffe, te og kakao;Sporelementer i slikprodukter, kaffe, te og kakao;Trace elements in sweets, coffee, tea and cocoa;Levnedsmiddelstyrelsen;Publikation nr. 192;87-503-8499-6;0903-9783 ;NULL;1990;NULL;NULL;NULL;NULL
1806;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1988 - 1992. 1989: Cadmium, bly, nikkel, krom og selen i kød fra får, lam og svin;Overvågningsprogram for sporelementer i levnedsmidler, 1988 - 1992. 1989: Cadmium, bly, nikkel, krom og selen i kød fra får, lam og svin;Monitoring program for trace elements in foodstuffs, 1988 - 1992. 1989: Cadmium, lead, nickel, chromium and selenium in meat from sheep, lambs and pigs;Levnedsmiddelstyrelsen;"Rapport F90008; Projekt nr. 892303";NULL;NULL;NULL;1990;NULL;NULL;NULL;NULL
1807;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler 1988 - 1992. Anden fase, del III 1990: Cadmium, bly, kviksølv, nikkel, krom og selen i indmad;Overvågningsprogram for sporelementer i levnedsmidler 1988 - 1992. Anden fase, del III 1990: Cadmium, bly, kviksølv, nikkel, krom og selen i indmad;Monitoring program for trace elements in foodstuffs 1988 - 1992. Second phase, Part III 1990: Cadmium, lead, mercury, nickel, chromium and selenium in offal;Levnedsmiddelstyrelsen;"Rapport F91020; Projekt nr. 902501";NULL;NULL;NULL;1991;NULL;NULL;NULL;NULL
1808;R;NULL;Danish;Carotenindholdet i frugt og grøntsager;Carotenindholdet i frugt og grøntsager;The content of carotene in fruit and vegetables;Levnedsmiddelstyrelsen, Sundhedsministeriet;Publikation nr. 204;87-503-9089-9;0903-9783;NULL;1991;NULL;NULL;NULL;NULL
1809;R;NULL;Danish;Dressinger - Indhold af næringsstoffer og tilsætningsstoffer;Dressinger - Indhold af næringsstoffer og tilsætningsstoffer;Dressings - Content of nutrients and additives;Levnedsmiddelstyrelsen;"Intern rapport CLA92002; Projekt 890303";NULL;NULL;NULL;1992;NULL;NULL;NULL;NULL
1812;R;NULL;Danish;Kortlægning af tungmetalindhold i skaldyr;Kortlægning af tungmetalindhold i skaldyr;Investigation of heavy metal content in shellfish;Levnedsmiddelstyrelsen;Rapport nr. F9101;NULL;NULL;NULL;1991;NULL;NULL;NULL;NULL
